"stndr_name","Alpha.3.code","date","Latitude..average.","Longitude..average."
"Assyr Xavier Chaves","URY","22/01/1966",-33,-56
"Alcira Legaspi","URY","17/03/1966",-33,-56
"Abraham Guillén","URY","04/09/1966",-33,-56
"Alfredo Ribeiro Daudt","BRA","14/11/1966",-10,-55
"Átila Cavalheiro Escobar","BRA","29/07/1966",-10,-55
"Lincoln Oest","ALB","28/07/1966",41,20
"Consuelo Ferreira Callado","ALB","26/07/1966",41,20
"Henrique Cordeiro Oest","URY","30/05/1966",-33,-56
"Saul Wins Lando","URY","24/08/1966",-33,-56
"Hugo Chorz (ou Chol)","BRA","25/08/1966",-10,-55
"Ruben Nuñez","URY","18/04/1966",-33,-56
"Sarandy Cabrera","URY","12/07/1966",-33,-56
"Guarany Cabrera","URY","23/07/1966",-33,-56
"Guarany Cabrera","FRA","29/06/1966",46,2
"Guarany Cabrera","CHN","30/07/1966",35,105
"Guarany Cabrera","URY","03/09/1966",-33,-56
"Yanduy Cabrera","URY","22/08/1963",-33,-56
"Yanduy Cabrera","CHN","25/08/1966",35,105
"Yanduy Cabrera","ITA","09/08/1966",42.8333,12.8333
"José Rodrigues de Melo","VEN","27/07/1966",8,-66
"José Rodrigues de Melo","VEN","27/07/1966",8,-66
"José Rodrigues de Melo","PER","03/08/1966",-10,-76
"José Rodrigues de Melo","CHL","09/02/1966",-30,-71
"Jack Vaughn","USA","14/04/1966",38,-97
"[Pnd] Dunne","USA","31/12/1966",38,-97
"Lincoln Gordon","USA","12/03/1966",38,-97
"Leonel Brizola","URY","25/08/1966",-33,-56
"Nery Machado de Medeiros","URY","06/03/1966",-33,-56
"Nilton Rocha Figueiredo","BRA","22/02/1966",-10,-55
"Nilton Rocha Figueiredo","URY","31/08/1966",-33,-56
"Nery Machado de Medeiros","URY","01/08/1966",-33,-56
"José Matarazzo","BRA","06/09/1966",-10,-55
"José Matarazzo","URY","12/09/1966",-33,-56
"Miguel [und]","URY","30/08/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","02/01/1966",-10,-55
"Gualter de Castro Mello","BRA","12/04/1966",-10,-55
"Luis Oribe Alemagny","FRA","16/02/1966",46,2
"Luis Oribe Alemagny","URY","27/12/1966",-33,-56
"Mauricio Grabois","FRA","21/01/1966",46,2
"Lincoln Oest","FRA","04/06/1966",46,2
"Bisneir Maiani","BRA","22/06/1966",-10,-55
"Bisneir Maiani","URY","12/11/1966",-33,-56
"Lauro [und]","BOL","16/02/1966",-17,-65
"Lauro [und]","BOL","16/02/1966",-17,-65
"Raimundo Lopes Damasceno","ARG","24/10/1966",-34,-64
"Raimundo Lopes Damasceno","URY","16/01/1966",-33,-56
"Manoel Soares","URY","07/09/1966",-33,-56
"Leonel Brizola","URY","07/09/1966",-33,-56
"Cândido da Costa Aragão","URY","07/09/1966",-33,-56
"Paulo Romeu Schilling","URY","07/09/1966",-33,-56
"Cibilis da Rocha Vianna","URY","07/09/1966",-33,-56
"Emmanuel Nicoll","URY","07/09/1966",-33,-56
"Dagoberto Rodrigues","URY","07/09/1966",-33,-56
"José Guimarães Neiva Moreira","URY","07/09/1966",-33,-56
"Moisés Kupperman","URY","07/09/1966",-33,-56
"Amaury de Oliveira e Silva","URY","07/09/1966",-33,-56
"Edgar Alves Maia","URY","07/09/1966",-33,-56
"Alfredo Magaldi Brandão","URY","07/09/1966",-33,-56
"Eno Cristiano Becker","URY","07/09/1966",-33,-56
"Lelio Telmo de Carvalho","URY","07/09/1966",-33,-56
"Henrique Cordeiro Oest","URY","07/09/1966",-33,-56
"Dilvo Araújo","URY","07/09/1966",-33,-56
"Geraldo Santana","URY","07/09/1966",-33,-56
"Paulo de Mello Bastos","URY","07/09/1966",-33,-56
"Dante Pelacani","URY","07/09/1966",-33,-56
"Clidenor de Freitas","URY","07/09/1966",-33,-56
"Julio Ximenes Junior","URY","07/09/1966",-33,-56
"Fernando Souza Costa","URY","07/09/1966",-33,-56
"Luís Cláudio Braga Duarte","URY","07/09/1966",-33,-56
"Átila Cavalheiro Escobar","URY","07/09/1966",-33,-56
"Paulo Valente de Souza","URY","07/09/1966",-33,-56
"Leonel Brizola","URY","07/09/1966",-33,-56
"Carlos Lacerda","BRA","27/07/1966",-10,-55
"Enio Silveira","BRA","23/07/1966",-10,-55
"Wilson Fadul","BRA","13/11/1966",-10,-55
"João Goulart","URY","28/09/1966",-33,-56
"Amaury de Oliveira e Silva","URY","07/09/1966",-33,-56
"Lino Teixeira","BRA","08/07/1966",-10,-55
"Alberto dos Reis Benevides","URY","07/12/1966",-33,-56
"José Matarazzo","URY","17/05/1966",-33,-56
"José Matarazzo","BRA","19/09/1966",-10,-55
"Orfeu [und]","BRA","19/05/1966",-10,-55
"Heber [und]","BRA","13/05/1966",-10,-55
"Clibas [und]","BRA","09/11/1966",-10,-55
"José Wilson da Silva","URY","16/12/1966",-33,-56
"Jack Vaughn","USA","19/04/1966",38,-97
"Desconhecido [ver observações especiais]","USA","25/07/1966",38,-97
"[Pnd] Dunne","USA","16/02/1966",38,-97
"Gerogy Ratiani","BRA","31/08/1966",-10,-55
"Edmond Marco","BRA","16/09/1966",-10,-55
"Michael Field","SUN","16/09/1966",NA,NA
"[Pnd] Meira Penna","SUN","16/09/1966",NA,NA
"Vitaly Kobisch","BRA","31/08/1966",-10,-55
"José Gomes Talarico","URY","12/09/1966",-33,-56
"Paulo de Mello Bastos","URY","20/09/1966",-33,-56
"Dante Pelacani","URY","07/09/1966",-33,-56
"João Goulart","URY","06/09/1966",-33,-56
"Oswaldo Pacheco da Silva","URY","16/09/1966",-33,-56
"Osmildo Stafford da Silva","URY","29/09/1966",-33,-56
"Humberto Menezes Pinheiro","URY","02/09/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","20/10/1966",-10,-55
"Abraham Guillén","URY","28/04/1966",-33,-56
"Leonel Brizola","URY","03/05/1966",-33,-56
"Dagoberto Rodrigues","URY","03/03/1966",-33,-56
"Átila Cavalheiro Escobar","URY","31/12/1966",-33,-56
"Moisés Kupperman","URY","18/11/1966",-33,-56
"Paulo Romeu Schilling","URY","15/03/1966",-33,-56
"José Guimarães Neiva Moreira","URY","08/07/1966",-33,-56
"José Matarazzo","URY","08/03/1966",-33,-56
"Khalil [und]","URY","16/12/1966",-33,-56
"Álvaro Moreira de Oliveira Filho","URY","18/09/1966",-33,-56
"Cândido da Costa Aragão","URY","18/09/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","18/09/1966",-33,-56
"Emmanuel Nicoll","URY","18/09/1966",-33,-56
"Leonel Brizola","URY","17/06/1966",-33,-56
"[Pnd] Conturcci","URY","20/12/1966",-33,-56
"Hamilton Chaves","BRA","31/03/1966",-10,-55
"Alberto Guerreiro Ramos","USA","18/02/1966",38,-97
"Carlos Lleras Restrepo","COL","28/08/1966",4,-72
"Mario Lafond","COL","15/02/1966",4,-72
"Manuel Livino Ribeiro Leal","BRA","22/09/1966",-10,-55
"Manuel Livino Ribeiro Leal","URY","23/09/1966",-33,-56
"Guido Gurgel","BRA","22/09/1966",-10,-55
"Guido Gurgel","URY","23/09/1967",-33,-56
"Gualter de Castro Mello","BRA","22/09/1966",-10,-55
"Gualter de Castro Mello","URY","23/09/1968",-33,-56
"Tito Guimarães Filho","BRA","22/09/1966",-10,-55
"Tito Guimarães Filho","URY","23/09/1969",-33,-56
"Adilson Pinheiro Pimentel","BRA","22/09/1966",-10,-55
"Adilson Pinheiro Pimentel","URY","23/09/1970",-33,-56
"Moisés Kupperman","BRA","13/09/1966",-10,-55
"Aurea Riedlinger de Magalhães","BRA","14/09/1966",-10,-55
"Ivo Magalhães Londres","URY","29/02/1966",-33,-56
"Carlos Lacerda","BRA","01/05/1964",-10,-55
"Luís Cláudio Braga Duarte","URY","22/08/1965",-33,-56
"[Pnd] Pedoya","URY","06/08/1965",-33,-56
"Max José da Costa Santos","URY","27/09/1966",-33,-56
"Amaury de Oliveira e Silva","URY","19/09/1966",-33,-56
"José Gomes Talarico","URY","15/07/1966",-33,-56
"Adhemar de Barros","BRA","07/06/1966",-10,-55
"Adhemar de Barros","FRA","01/08/1966",46,2
"Fidel Castro","CUB","02/06/1966",21.5,-80
"José Francsico Amado","CUB","22/08/1966",21.5,-80
"José Francsico Amado","URY","21/09/1966",-33,-56
"[Pnd] Baráibar","URY","21/09/1966",-33,-56
"Osmani Cienfuegos","CUB","31/04/1966",21.5,-80
"Fidel Castro","CUB","31/08/1966",21.5,-80
"Wilson Fadul","URY","14/09/1966",-33,-56
"João Goulart","URY","26/09/1966",-33,-56
"Cândido da Costa Aragão","URY","17/08/1966",-33,-56
"Emmanuel Nicoll","URY","23/06/1966",-33,-56
"Alfredo Daudt","URY","07/09/1966",-33,-56
"Edna Lott","BRA","27/08/1966",-10,-55
"Djalma Maranhão","URY","12/05/1966",-33,-56
"Djalma Maranhão","CHL","05/05/1966",-30,-71
"Djalma Maranhão","GDR","10/10/1966",NA,NA
"Cândido da Costa Aragão","URY","27/12/1966",-33,-56
"Maria Yedda Leite Linhares","BRA","12/07/1966",-10,-55
"Florestan Fernandes","USA","20/09/1966",38,-97
"José Severino da Silva","SUN","31/08/1966",NA,NA
"Zanoni Fraissat","SUN","04/08/1966",NA,NA
"Albano Luis Vanuzzi","SUN","19/08/1966",NA,NA
"Oswaldo Mendes","SUN","23/08/1966",NA,NA
"Alcides Modesto FIlho","CZS","01/08/1966",NA,NA
"Jessé Oliveira","CZS","07/08/1964",NA,NA
"Joaquim Júlio de Oliveira","BRA","01/09/1964",-10,-55
"Joaquim Júlio de Oliveira","CZS","25/08/1966",NA,NA
"Gerardo Araujo","URY","15/08/1966",-33,-56
"Leonel Brizola","URY","02/02/1966",-33,-56
"Maurio Rodriguez","URY","08/05/1966",-33,-56
"Leonel Brizola","URY","27/04/1966",-33,-56
"Noel Troche","URY","06/03/1966",-33,-56
"Evgueni Nikolaevich Elshov","URY","30/09/1966",-33,-56
"Evgueni Nikolaevich Elshov","BRA","24/09/1966",-10,-55
"Evgueni Nikolaevich Elshov","ITA","10/09/1966",42.8333,12.8333
"Adilson Pinheiro Pimentel","URY","23/09/1966",-33,-56
"Manuel Livino Ribeiro Leal","URY","23/09/1966",-33,-56
"Gualter de Castro Mello","URY","23/09/1966",-33,-56
"Tito Guimarães Filho","URY","23/09/1966",-33,-56
"Guido Gurgel","URY","23/09/1966",-33,-56
"Cândido da Costa Aragão","URY","15/09/1966",-33,-56
"Fidel Castro","CUB","04/09/1966",21.5,-80
"Ariel Collazo","URY","24/09/1966",-33,-56
"Moisés Kupperman","URY","21/05/1966",-33,-56
"Moisés Kupperman","BRA","30/04/1966",-10,-55
"Moisés Kupperman","URY","30/09/1966",-33,-56
"Gualter de Castro Mello","BRA","19/01/1966",-10,-55
"Tito Guimarães Filho","BRA","13/01/1966",-10,-55
"Virgilio","BRA","12/02/1966",-10,-55
"Anselmo","BRA","11/11/1966",-10,-55
"Emmanuel Nicoll","BRA","19/07/1966",-10,-55
"[pnd] Teixeira","BRA","07/07/1966",-10,-55
"Lino Teixeira","BRA","13/05/1966",-10,-55
"Fidel Castro","CUB","19/10/1966",21.5,-80
"Monteiro","URY","30/03/1966",-33,-56
"Clara","BRA","30/03/1966",-10,-55
"Leonel Brizola","URY","16/02/1966",-33,-56
"Paulo Cavalcante Valente","URY","28/08/1966",-33,-56
"Moisés Kupperman","URY","06/06/1966",-33,-56
"Evgueni Nikolaevich Elshov","URY","30/09/1966",-33,-56
"Beno Orlando Burman","URY","12/06/1966",-33,-56
"Leonel Brizola","URY","19/09/1966",-33,-56
"Adilson Pinheiro Pimentel","URY","30/09/1966",-33,-56
"Guido Gurgel","URY","30/09/1966",-33,-56
"Tito Guimarães Filho","URY","30/09/1966",-33,-56
"Manuel Livino Ribeiro Leal","URY","30/09/1966",-33,-56
"Gualter de Castro Mello","URY","30/09/1966",-33,-56
"Leonel Brizola","URY","30/09/1966",-33,-56
"Senna","BRA","02/01/1966",-10,-55
"Senna","URY","02/10/1966",-33,-56
"Leonel Brizola","URY","02/10/1966",-33,-56
"Cândido da Costa Aragão","URY","02/10/1966",-33,-56
"Ruy Dourado","BRA","29/03/1966",-10,-55
"Abdala","URY","04/10/1966",-33,-56
"Vasconcelos","URY","04/10/1966",-33,-56
"Sergei Alexaeyevich Iongaykin","URY","06/10/1966",-33,-56
"Sergei Alexaeyevich Iongaykin","FRA","14/10/1966",46,2
"Sergei Alexaeyevich Iongaykin","SUN","08/10/1966",NA,NA
"Nikolai Iosicovich Ivanov","URY","06/10/1966",-33,-56
"Nikolai Iosicovich Ivanov","FRA","30/10/1966",46,2
"Nikolai Iosicovich Ivanov","SUN","02/10/1966",NA,NA
"Alekey Alexeyevich Zudin","URY","06/10/1966",-33,-56
"Alekey Alexeyevich Zudin","FRA","18/10/1966",46,2
"Alekey Alexeyevich Zudin","SUN","15/10/1966",NA,NA
"Vladimir P. Shvetz","URY","06/10/1966",-33,-56
"Vladimir P. Shvetz","FRA","16/10/1966",46,2
"Vladimir P. Shvetz","SUN","21/10/1966",NA,NA
"Francisco Araújo","BRA","25/02/1966",-10,-55
"Francisco Araújo","URY","29/05/1966",-33,-56
"Nathan Miller","BRA","02/09/1966",-10,-55
"Edmundo Moniz","DZA","23/03/1966",28,3
"João Goulart","URY","06/06/1966",-33,-56
"Darwin Brandão","BRA","21/03/1966",-10,-55
"Djantra Mota","BRA","14/07/1966",-10,-55
"Fatih Agha Bouayed Kouane","BRA","08/01/1966",-10,-55
"Hermano Alves","BRA","14/06/1966",-10,-55
"Amadeu Thiago de Mello","BRA","20/09/1966",-10,-55
"Adilson Pinheiro Pimentel","URY","08/05/1966",-33,-56
"Guido Gurgel","URY","08/11/1966",-33,-56
"Tito Guimarães Filho","URY","13/06/1966",-33,-56
"Manuel Livino Ribeiro Leal","URY","06/06/1966",-33,-56
"Gualter de Castro Mello","URY","25/04/1966",-33,-56
"Emmanuel Nicoll","URY","05/10/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","05/10/1966",-33,-56
"José Wilson da Silva","URY","24/10/1966",-33,-56
"Luís Cláudio Braga Duarte","URY","02/04/1966",-33,-56
"João Goulart","BRA","27/01/1966",-10,-55
"Salomão Tabac","SUN","24/04/1966",NA,NA
"Faustino Moacyr de Souza","BRA","12/06/1966",-10,-55
"Faustino Moacyr de Souza","PRY","07/11/1966",-23,-58
"Faustino Moacyr de Souza","URY","04/08/1966",-33,-56
"Ney Galvão","BRA","06/06/1966",-10,-55
"Leonel Brizola","URY","19/08/1966",-33,-56
"Paulo Santiago","BRA","27/01/1966",-10,-55
"Paulo Santiago","URY","15/12/1966",-33,-56
"Paulino Alves","URY","18/07/1966",-33,-56
"Paulino Alves","ARG","16/12/1966",-34,-64
"José Matarazzo","URY","14/10/1966",-33,-56
"Senna","BRA","30/08/1966",-10,-55
"Juscelino Kubitschek de Oliveira","USA","19/02/1966",38,-97
"Haydee Santamaria","CUB","25/09/1966",21.5,-80
"Armando Hart Davalos","CUB","05/06/1966",21.5,-80
"Abelardo Jurema","PER","07/06/1966",-10,-76
"Dmitri Gomes","SUN","04/04/1965",NA,NA
"Hudson Correa de Lacerda","SUN","01/07/1965",NA,NA
"Manoel Albany Thomas","SUN","15/10/1965",NA,NA
"Paulo Ernani de Rezende","SUN","01/11/1965",NA,NA
"Virgina Martins Mascarenhas","SUN","02/05/1965",NA,NA
"Waldemar Santiago Filho","SUN","27/03/1965",NA,NA
"Liu Ning Yi","CHN","07/08/1966",35,105
"Chou En-Lai","CHE","30/07/1966",47,8
"Lee Siew Choh","SGP","03/08/1966",1.3667,103.8
"Luis Mercier Vega","FRA","23/03/1966",46,2
"Emir Rodrigues Monegal","FRA","07/10/1966",46,2
"Ignacio Iglesias","FRA","30/06/1966",46,2
"Tomas Segovia","FRA","21/02/1966",46,2
"Ricardo Lopes Borrás","FRA","16/01/1966",46,2
"Benito Milla","URY","15/07/1966",-33,-56
"Hiber Juan Conteris Sardo","FRA","12/10/1966",46,2
"Claudio Trobo","URY","10/10/1966",-33,-56
"Fernando Ainsa","URY","10/10/1966",-33,-56
"Jorge Musto","URY","10/10/1966",-33,-56
"Silvia Lago","URY","10/10/1966",-33,-56
"Alberto Paganini","URY","10/10/1966",-33,-56
"Emanuel Bonfante Demaria Junior","SUN","26/09/1966",NA,NA
"José Fausto Bulhões","SUN","19/09/1966",NA,NA
"Jorge Afonso Souto Severo","BRA","22/09/1964",-10,-55
"Jorge Afonso Souto Severo","SUN","03/09/1966",NA,NA
"Clovis Vilanova","BRA","14/09/1966",-10,-55
"Clovis Vilanova","SUN","18/09/1966",NA,NA
"Heloísa Helena","SUN","24/09/1966",NA,NA
"Wilson Simões","SUN","06/09/1966",NA,NA
"Paulo Ernani de Rezende","SUN","14/09/1966",NA,NA
"Isabel Maria","SUN","29/09/1966",NA,NA
"Vera Bohomoletez Henriques","BRA","24/08/1964",-10,-55
"Vera Bohomoletez Henriques","SUN","22/09/1966",NA,NA
"Paulo Bohomoletz Henriques","BRA","24/08/1964",-10,-55
"Paulo Bohomoletz Henriques","SUN","25/09/1966",NA,NA
"André Bohomoletz Henriques","BRA","24/08/1964",-10,-55
"André Bohomoletz Henriques","SUN","17/09/1966",NA,NA
"Olga Henriquez Bohomoletz","BRA","31/04/1964",-10,-55
"Olga Henriquez Bohomoletz","SUN","02/04/1966",NA,NA
"Miguel José Draetta","SUN","21/09/1966",NA,NA
"Marilene [und]","SUN","09/09/1966",NA,NA
"Momcilio Pudar","BRA","03/04/1963",-10,-55
"Hans Joachim Franke","CZS","15/10/1966",NA,NA
"Herbert R. Axelrod","USA","22/01/1966",38,-97
"Miguel Arraes","DZA","03/03/1966",28,3
"Djalma Maranhão","URY","31/10/1966",-33,-56
"Djalma Maranhão","DZA","07/11/1966",28,3
"Djalma Maranhão","FRA","08/10/1966",46,2
"Djalma Maranhão","CZS","17/10/1966",NA,NA
"Boris V. Kostristin","SUN","31/05/1966",NA,NA
"Boris V. Kostristin","BRA","14/05/1966",-10,-55
"Boris V. Kostristin","PER","09/09/1966",-10,-76
"Rodolfo Talice","URY","24/08/1966",-33,-56
"Ricieri Frondizi","URY","24/08/1966",-33,-56
"Horacio Bazzano","URY","24/08/1966",-33,-56
"Antonio Carbonell","URY","24/08/1966",-33,-56
"Ildefonso Aroztegui","URY","24/08/1966",-33,-56
"José Pinchowski","URY","24/08/1966",-33,-56
"Pidel","URY","24/08/1966",-33,-56
"Darcy Ribeiro da Silveira","URY","24/08/1966",-33,-56
"Mauricio Raul Gatti Acuña","URY","22/07/1966",-33,-56
"Mauricio Raul Gatti Acuña","CUB","16/07/1966",21.5,-80
"Juan Santinio","URY","22/07/1966",-33,-56
"Juan Santinio","CUB","22/07/1966",21.5,-80
"Ausberto Rodriguez Jara","URY","22/07/1966",-33,-56
"Ausberto Rodriguez Jara","CUB","25/07/1966",21.5,-80
"Moisés Kupperman","BRA","27/11/1966",-10,-55
"Amadeu","BRA","30/09/1966",-10,-55
"Jesualdo Sosa","URY","22/06/1966",-33,-56
"Cândido da Costa Aragão","URY","06/12/1966",-33,-56
"Emmanuel Nicoll","URY","20/12/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","04/10/1966",-33,-56
"Paulo de Mello Bastos","URY","17/08/1966",-33,-56
"Danilo Joaquim Guilhermino dos Santos","URY","20/09/1966",-33,-56
"Danilo Joaquim Guilhermino dos Santos","CHL","29/11/1966",-30,-71
"Danilo Joaquim Guilhermino dos Santos","CHN","10/10/1966",35,105
"Desconhecido [ver observações especiais]","URY","09/09/1966",-33,-56
"Desconhecido [ver observações especiais]","CHL","22/06/1966",-30,-71
"Desconhecido [ver observações especiais]","CHN","10/10/1966",35,105
"Desconhecido [ver observações especiais]","URY","27/09/1966",-33,-56
"Hou Fa-tseng","CHN","24/10/1966",35,105
"Chang Pao Sheng","CHN","06/10/1966",35,105
"Desconhecido [ver observações especiais]","CHN","08/10/1966",35,105
"Chen Yi","CHN","10/10/1966",35,105
"Rair Goldman","BOL","01/09/1966",-17,-65
"Rair Goldman","BOL","01/09/1966",-17,-65
"Leonel Brizola","URY","10/10/1966",-33,-56
"Leonel Brizola","URY","13/08/1966",-33,-56
"Dilvo Araújo","URY","28/05/1966",-33,-56
"Leonel Brizola","URY","23/01/1966",-33,-56
"Abraham Guillén","URY","12/09/1966",-33,-56
"Pereira","BRA","26/02/1966",-10,-55
"Pereira","URY","31/10/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","18/10/1966",-33,-56
"Naguil [pnd]","URY","30/06/1966",-33,-56
"Fernando Souza Costa","URY","30/05/1966",-33,-56
"Marcos Correia Lins","DZA","14/09/1965",28,3
"Marcos Correia Lins","FRA","19/09/1965",46,2
"Marcos Correia Lins","DZA","24/02/1966",28,3
"Marcos Correia Lins","FRA","24/11/1966",46,2
"Marcos Correia Lins","BRA","14/06/1966",-10,-55
"Miguel Arraes","FRA","18/09/1965",46,2
"Miguel Arraes","DZA","09/05/1966",28,3
"Francisco Heron de Alencar","DZA","16/11/1966",28,3
"Fatima [und]","DZA","14/12/1965",28,3
"Fatima [und]","BRA","22/12/1965",-10,-55
"Armando Ziller","CZS","14/09/1965",NA,NA
"Armando Ziller","FRA","31/01/1966",46,2
"Cândido da Costa Aragão","URY","18/10/1966",-33,-56
"Edgar Alves Maia","URY","18/10/1966",-33,-56
"Paulino Alves","URY","14/10/1966",-33,-56
"Raimundo Lopes Damasceno","ARG","20/12/1966",-34,-64
"Adilson Pinheiro Pimentel","URY","07/10/1966",-33,-56
"Ariel Collazo","URY","14/01/1966",-33,-56
"Ermiliano Dias","BRA","10/07/1966",-10,-55
"Ermiliano Dias","URY","14/07/1966",-33,-56
"Desconhecido [ver observações especiais]","BRA","27/07/1966",-10,-55
"Desconhecido [ver observações especiais]","URY","05/07/1966",-33,-56
"Decio Freitas","URY","03/02/1966",-33,-56
"Guilem Rodrigues da Silva","URY","20/07/1965",-33,-56
"Humberto Menezes Pinheiro","URY","31/10/1966",-33,-56
"Jean-Maurice Hermann","FRA","31/12/1966",46,2
"Jean-Maurice Hermann","GDR","10/10/1966",NA,NA
"Jiri Meisner","CZS","03/06/1966",NA,NA
"Jiri Meisner","GDR","10/10/1966",NA,NA
"Pedro Motta Lima","CZS","10/10/1966",NA,NA
"João Goulart","URY","13/11/1966",-33,-56
"Paulo Cavalcante Valente","URY","30/12/1966",-33,-56
"Elias Saliva","BRA","01/05/1966",-10,-55
"José Wilson da Silva","URY","23/06/1966",-33,-56
"Peracchi Barcelos","BRA","04/09/1966",-10,-55
"Calvet","BRA","14/01/1966",-10,-55
"Juracy Magalhães","URY","17/07/1966",-33,-56
"José Matarazzo","URY","04/06/1966",-33,-56
"Jaime Pinto","BRA","04/01/1966",-10,-55
"Jaime Pinto","URY","01/07/1966",-33,-56
"Antonio Callado","BRA","19/10/1966",-10,-55
"Antonio Callado","URY","19/10/1966",-33,-56
"Homero Romulo Cristiani Franznelli","BRA","26/01/1966",-10,-55
"Adilson Pinheiro Pimentel","URY","27/05/1966",-33,-56
"Edmundo Soares Neto","URY","22/10/1966",-33,-56
"Desconhecido [ver observações especiais]","URY","22/10/1966",-33,-56
"Gualter de Castro Mello","URY","21/10/1966",-33,-56
"Tito Guimarães Filho","URY","21/10/1966",-33,-56
"Arnaldo Magno de Araújo","URY","21/10/1966",-33,-56
"Álvaro Moreira de Oliveira Filho","URY","22/10/1966",-33,-56
"Cândido da Costa Aragão","URY","22/10/1966",-33,-56
"Alfredo Ribeiro Daudt","URY","22/10/1966",-33,-56
"Emmanuel Nicoll","URY","22/10/1966",-33,-56
"Arnaldo Magno de Araújo","URY","22/10/1966",-33,-56
"Gualter de Castro Mello","URY","22/10/1966",-33,-56
"Paulino Alves","URY","22/10/1966",-33,-56
"Ricardo","URY","22/10/1966",-33,-56
"José Carlos Fernandes Modesto","SUN","25/05/1964",NA,NA
"José Carlos Fernandes Modesto","CUB","31/09/1964",21.5,-80
"José Guimarães Neiva Moreira","URY","30/05/1966",-33,-56
"Marcos Pancier","BRA","16/08/1966",-10,-55
"Marcos Pancier","URY","21/07/1966",-33,-56
